test_code,test_name,specimen_type,draw_container,transport_container,temperature,preferred_volume,minimum_volume,verification_basis,source_url,notes
2803,Codfish IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2803/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2915,Coffee IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2915/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2620,Common Millet IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2620/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2401,Common Ragweed (Short) IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2401/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2307,Common Reed IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2307/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
11236,Coriander/Cilantro IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/11236/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
3490,Corn Grass IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/3490/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
23862,Cotton Seed IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/23862/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2514,Cottonwood IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2514/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2604,Cow Dander IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2604/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2802,Cow Milk IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2802/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2823,Crab IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2823/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
38254,Cranberry IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/38254/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
38751,Crayfish IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/38751/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2639,Cucumber IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2639/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2314,Cultivated Oat IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2314/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2312,Cultivated Rye Grass IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2312/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2315,Cultivated Wheat IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2315/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
6680,Curvularia lunata IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/6680/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
30766,Beetroot IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/30766/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2310,Johnson Grass IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2310/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
17075,Formaldehyde/Formalin IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/17075/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
35352,Gelatin (Bovine) IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/35352/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2661,Goose Feathers IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2661/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
34939,Hickory White IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/34939/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2760,"Insulin, Human IgE",Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2760/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2560,Jack Mackerel/Scad IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2560/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2884,Kiwi IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2884/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
30760,Lima Bean IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/30760/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
92030,Lupine Seed IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/92030/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
93390,Lysozyme IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/93390/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
2718,Nutmeg IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/2718/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
8932,Oyster IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/8932/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
90660,Quinoa IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/90660/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
3436,Wall Pellitory IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/3436/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
3489,Walnut IgE,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum allergen workflow,https://testdirectory.questdiagnostics.com/test/test-detail/3489/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. This is a Quest serum allergen workflow. If Quest routes the order to a different performing laboratory/service area, verify the current minimum volume and stability before collection."
38257,Apple (f49) IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/38257/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
34549,Cacao/Chocolate IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/34549/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
38100,Casein IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/38100/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
38128,Chicken Meat IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/38128/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
90867,Coconut IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/90867/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
38110,Codfish IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/38110/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
38560,Coffee IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/38560/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
92789,Cow Milk IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/92789/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
17070,Cinnamon IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/17070/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
10282,Cladosporium herbarum IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/10282/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
17708,Curvularia lunata IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/17708/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
38247,Orange IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/38247/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
39545,Yeast IgG,Serum,SST / Gold,SST / Gold (spun),Room Temperature,0.3 mL serum,0.15 mL,Quest/Nichols order code + compatible serum IgG workflow,https://testdirectory.questdiagnostics.com/test/test-detail/39545/?cc=MASTER,"Allow SST to clot and centrifuge; submit the spun SST. Quest allergen IgG availability and exact minimum/stability can vary by performing laboratory/service area, so verify the current routed test if it differs from MASTER."
70030,Casein IgG4,Serum,SST / Gold,Transport tube,Room Temperature,0.2 mL serum,Verify current Quest directory,Exact/current public Quest listing,https://testdirectory.questdiagnostics.com/test/test-detail/70030/?cc=MASTER,"Allow SST to clot and centrifuge, then transfer serum to a transport tube. Current public listing notes that availability can vary by service area; verify local routing."
